Process Id,1678291221669808000,Clock Counter,Event Type,Sender,Reciever,Description,Queue Length
2,1678291221670052000,0,CREATE,None,None,(pid: 98828) - (speed: 1) - (recp: 127.0.0.1;3493) - (id: 2),None
2,1678291225676143000,0,INTERNAL,None,None,6,0
2,1678291226675915000,1,RECEIVED,1,2,4,1
2,1678291227675924000,3,INTERNAL,None,None,5,0
2,1678291228675968000,4,INTERNAL,None,None,6,0
2,1678291229675940000,5,INTERNAL,None,None,5,0
2,1678291230675937000,6,RECEIVED,3,2,4,1
2,1678291231675977000,17,INTERNAL,None,None,4,0
2,1678291232675957000,18,INTERNAL,None,None,6,0
2,1678291233675959000,19,INTERNAL,None,None,4,0
2,1678291234676068000,20,INTERNAL,None,None,5,0
2,1678291235675966000,21,INTERNAL,None,None,6,0
2,1678291236676003000,22,INTERNAL,None,None,6,0
2,1678291237675988000,23,INTERNAL,None,None,5,0
2,1678291238675961000,24,INTERNAL,None,None,6,0
2,1678291239675955000,25,RECEIVED,3,2,6,1
2,1678291240675957000,43,INTERNAL,None,None,4,0
2,1678291241676028000,44,SEND,2,3,2,0
2,1678291242675990000,45,SEND,2,1,1,0
2,1678291243675972000,46,INTERNAL,None,None,6,0
2,1678291244676021000,47,RECEIVED,3,2,2,1
2,1678291245675959000,58,INTERNAL,None,None,6,0
2,1678291246676176000,59,INTERNAL,None,None,5,0
2,1678291247676025000,60,INTERNAL,None,None,5,0
2,1678291248676029000,61,INTERNAL,None,None,4,0
2,1678291249675971000,62,RECEIVED,1,2,5,1
2,1678291250676007000,63,RECEIVED,3,2,5,1
2,1678291251675976000,77,INTERNAL,None,None,4,0
2,1678291252676019000,78,INTERNAL,None,None,5,0
2,1678291253675978000,79,INTERNAL,None,None,4,0
2,1678291254675979000,80,INTERNAL,None,None,4,0
2,1678291255675968000,81,INTERNAL,None,None,5,0
2,1678291256676024000,82,INTERNAL,None,None,4,0
2,1678291257676017000,83,RECEIVED,1,2,6,1
2,1678291258675986000,92,INTERNAL,None,None,5,0
2,1678291259675974000,93,INTERNAL,None,None,5,0
2,1678291260675978000,94,INTERNAL,None,None,5,0
2,1678291261676100000,95,INTERNAL,None,None,5,0
2,1678291262675988000,96,INTERNAL,None,None,5,0
2,1678291263675982000,97,INTERNAL,None,None,4,0
2,1678291264675971000,98,INTERNAL,None,None,5,0
2,1678291265675985000,99,INTERNAL,None,None,4,0
2,1678291266675993000,100,INTERNAL,None,None,4,0
2,1678291267675993000,101,INTERNAL,None,None,6,0
2,1678291268676030000,102,INTERNAL,None,None,5,0
2,1678291269676006000,103,SEND,2,1,3,0
2,1678291269676153000,103,SEND,2,3,3,0
2,1678291270675994000,104,INTERNAL,None,None,4,0
2,1678291271675982000,105,INTERNAL,None,None,6,0
2,1678291272676020000,106,INTERNAL,None,None,4,0
2,1678291273675978000,107,INTERNAL,None,None,4,0
2,1678291274675980000,108,INTERNAL,None,None,5,0
2,1678291275675978000,109,INTERNAL,None,None,5,0
2,1678291276675975000,110,RECEIVED,3,2,5,1
2,1678291277675976000,154,INTERNAL,None,None,6,0
2,1678291278675989000,155,INTERNAL,None,None,4,0
2,1678291279675990000,156,INTERNAL,None,None,4,0
2,1678291280675975000,157,RECEIVED,1,2,5,1
2,1678291281675979000,158,INTERNAL,None,None,6,0
2,1678291282676005000,159,INTERNAL,None,None,4,0
2,1678291283676001000,160,RECEIVED,3,2,5,1
2,1678291284675999000,175,INTERNAL,None,None,4,0
2,1678291285676001000,176,INTERNAL,None,None,6,0
2,1678291286676000000,177,INTERNAL,None,None,5,0
2,1678291287675998000,178,INTERNAL,None,None,5,0
2,1678291288676009000,179,INTERNAL,None,None,6,0
