Process Id,1678291054146897000,Clock Counter,Event Type,Sender,Reciever,Description,Queue Length
2,1678291054147152000,0,CREATE,None,None,(pid: 98663) - (speed: 4) - (recp: 127.0.0.1;3320) - (id: 2),None
2,1678291057406087000,0,INTERNAL,None,None,6,0
2,1678291057656179000,1,INTERNAL,None,None,6,0
2,1678291057905941000,2,INTERNAL,None,None,6,0
2,1678291058155979000,3,SEND,2,1,3,0
2,1678291058156179000,3,SEND,2,3,3,0
2,1678291058405947000,4,INTERNAL,None,None,5,0
2,1678291058655957000,5,INTERNAL,None,None,4,0
2,1678291058905942000,6,INTERNAL,None,None,5,0
2,1678291059155964000,7,INTERNAL,None,None,6,0
2,1678291059405928000,8,INTERNAL,None,None,5,0
2,1678291059655951000,9,INTERNAL,None,None,6,0
2,1678291059905935000,10,INTERNAL,None,None,6,0
2,1678291060155932000,11,INTERNAL,None,None,4,0
2,1678291060405945000,12,INTERNAL,None,None,5,0
2,1678291060655930000,13,INTERNAL,None,None,5,0
2,1678291060905937000,14,INTERNAL,None,None,4,0
2,1678291061164946000,15,INTERNAL,None,None,4,0
2,1678291061414340000,16,INTERNAL,None,None,5,0
2,1678291061664298000,17,INTERNAL,None,None,6,0
2,1678291061914315000,18,RECEIVED,3,2,5,1
2,1678291062164294000,28,INTERNAL,None,None,5,0
2,1678291062414299000,29,INTERNAL,None,None,6,0
2,1678291062664294000,30,INTERNAL,None,None,4,0
2,1678291062914294000,31,INTERNAL,None,None,4,0
2,1678291063164285000,32,INTERNAL,None,None,5,0
2,1678291063414284000,33,INTERNAL,None,None,6,0
2,1678291063664299000,34,INTERNAL,None,None,5,0
2,1678291063914298000,35,INTERNAL,None,None,6,0
2,1678291064164330000,36,SEND,2,1,3,0
2,1678291064164522000,36,SEND,2,3,3,0
2,1678291064414292000,37,INTERNAL,None,None,5,0
2,1678291064664285000,38,RECEIVED,3,2,5,1
2,1678291064914319000,44,INTERNAL,None,None,6,0
2,1678291065164274000,45,INTERNAL,None,None,5,0
2,1678291065414292000,46,INTERNAL,None,None,4,0
2,1678291065664274000,47,INTERNAL,None,None,6,0
2,1678291065914330000,48,INTERNAL,None,None,4,0
2,1678291066164306000,49,INTERNAL,None,None,4,0
2,1678291066414302000,50,RECEIVED,3,2,1,1
2,1678291066664293000,55,INTERNAL,None,None,4,0
2,1678291066914294000,56,INTERNAL,None,None,6,0
2,1678291067164281000,57,INTERNAL,None,None,6,0
2,1678291067414292000,58,INTERNAL,None,None,5,0
2,1678291067664288000,59,INTERNAL,None,None,5,0
2,1678291067914300000,60,INTERNAL,None,None,4,0
2,1678291068164330000,61,SEND,2,3,2,0
2,1678291068414280000,62,RECEIVED,1,2,6,1
2,1678291068664289000,63,INTERNAL,None,None,4,0
2,1678291068914441000,64,RECEIVED,1,2,6,1
2,1678291069164289000,65,INTERNAL,None,None,4,0
2,1678291069414299000,66,INTERNAL,None,None,6,0
2,1678291069664325000,67,INTERNAL,None,None,6,0
2,1678291069914281000,68,INTERNAL,None,None,6,0
2,1678291070164301000,69,INTERNAL,None,None,5,0
2,1678291070414282000,70,INTERNAL,None,None,6,0
2,1678291070664285000,71,INTERNAL,None,None,5,0
2,1678291070914297000,72,INTERNAL,None,None,4,0
2,1678291071164292000,73,INTERNAL,None,None,5,0
2,1678291071414281000,74,INTERNAL,None,None,6,0
2,1678291071664279000,75,INTERNAL,None,None,4,0
2,1678291071914284000,76,INTERNAL,None,None,5,0
2,1678291072164273000,77,INTERNAL,None,None,6,0
2,1678291072414276000,78,INTERNAL,None,None,5,0
2,1678291072664291000,79,INTERNAL,None,None,4,0
2,1678291072914287000,80,INTERNAL,None,None,6,0
2,1678291073164282000,81,INTERNAL,None,None,5,0
2,1678291073414297000,82,INTERNAL,None,None,4,0
2,1678291073664271000,83,INTERNAL,None,None,4,0
2,1678291073914303000,84,INTERNAL,None,None,5,0
2,1678291074164345000,85,SEND,2,1,1,0
2,1678291074414292000,86,INTERNAL,None,None,4,0
2,1678291074664286000,87,INTERNAL,None,None,4,0
2,1678291074914310000,88,INTERNAL,None,None,6,0
2,1678291075164284000,89,INTERNAL,None,None,4,0
2,1678291075414281000,90,INTERNAL,None,None,5,0
2,1678291075664270000,91,INTERNAL,None,None,6,0
2,1678291075914291000,92,RECEIVED,1,2,6,1
2,1678291076164284000,110,INTERNAL,None,None,5,0
2,1678291076414482000,111,INTERNAL,None,None,6,0
2,1678291076664315000,112,INTERNAL,None,None,5,0
2,1678291076914313000,113,INTERNAL,None,None,4,0
2,1678291077164296000,114,INTERNAL,None,None,6,0
2,1678291077414312000,115,INTERNAL,None,None,4,0
2,1678291077664321000,116,INTERNAL,None,None,4,0
2,1678291077914308000,117,INTERNAL,None,None,4,0
2,1678291078164298000,118,INTERNAL,None,None,5,0
2,1678291078414294000,119,RECEIVED,1,2,5,1
2,1678291078664313000,120,INTERNAL,None,None,4,0
2,1678291078914314000,121,INTERNAL,None,None,5,0
2,1678291079164294000,122,INTERNAL,None,None,6,0
2,1678291079414294000,123,RECEIVED,3,2,4,1
2,1678291079664299000,132,INTERNAL,None,None,5,0
2,1678291079914317000,133,INTERNAL,None,None,6,0
2,1678291080164297000,134,INTERNAL,None,None,5,0
2,1678291080414308000,135,INTERNAL,None,None,6,0
2,1678291080664313000,136,INTERNAL,None,None,5,0
2,1678291080914307000,137,INTERNAL,None,None,6,0
2,1678291081164295000,138,INTERNAL,None,None,6,0
2,1678291081414299000,139,INTERNAL,None,None,6,0
2,1678291081664306000,140,INTERNAL,None,None,5,0
2,1678291081914351000,141,SEND,2,3,2,0
2,1678291082164300000,142,INTERNAL,None,None,5,0
2,1678291082414306000,143,INTERNAL,None,None,4,0
2,1678291082664312000,144,INTERNAL,None,None,6,0
2,1678291082914310000,145,INTERNAL,None,None,5,0
2,1678291083164303000,146,INTERNAL,None,None,6,0
2,1678291083414300000,147,RECEIVED,1,2,6,1
2,1678291083664307000,148,INTERNAL,None,None,6,0
2,1678291083914308000,149,INTERNAL,None,None,4,0
2,1678291084164297000,150,INTERNAL,None,None,5,0
2,1678291084414318000,151,RECEIVED,3,2,6,1
2,1678291084664311000,162,INTERNAL,None,None,5,0
2,1678291084914315000,163,INTERNAL,None,None,4,0
2,1678291085164303000,164,INTERNAL,None,None,5,0
2,1678291085414315000,165,INTERNAL,None,None,6,0
2,1678291085664292000,166,RECEIVED,1,2,5,1
2,1678291085914308000,167,INTERNAL,None,None,6,0
2,1678291086164301000,168,INTERNAL,None,None,5,0
2,1678291086414377000,169,INTERNAL,None,None,6,0
2,1678291086664314000,170,INTERNAL,None,None,6,0
2,1678291086914311000,171,INTERNAL,None,None,4,0
2,1678291087164336000,172,INTERNAL,None,None,6,0
