Process Id,1678259162850132000,Clock Counter,Event Type,Sender,Reciever,Description,Queue Length
2,1678259162850256000,0,CREATE,None,None,(pid: 96899) - (speed: 3) - (recp: 127.0.0.1;3534) - (id: 2),None
2,1678259166190321000,0,RECEIVED,1,2,5,1
2,1678259166523651000,1,SEND,2,1,3,0
2,1678259166523785000,1,SEND,2,3,3,0
2,1678259166856917000,2,SEND,2,1,1,0
2,1678259167190251000,3,RECEIVED,1,2,3,1
2,1678259167523579000,5,RECEIVED,1,2,2,1
2,1678259167856879000,7,RECEIVED,3,2,5,1
2,1678259168190281000,8,SEND,2,3,2,0
2,1678259168523581000,9,RECEIVED,1,2,4,1
2,1678259168856905000,13,SEND,2,1,1,0
2,1678259169190256000,14,RECEIVED,1,2,1,1
2,1678259169523583000,15,RECEIVED,1,2,2,2
2,1678259169856889000,17,RECEIVED,3,2,2,1
2,1678259170190253000,18,RECEIVED,1,2,3,1
2,1678259170523585000,20,RECEIVED,3,2,3,1
2,1678259170856890000,21,RECEIVED,3,2,2,2
2,1678259171190252000,22,RECEIVED,1,2,1,1
2,1678259171523606000,24,RECEIVED,1,2,6,2
2,1678259171856894000,27,RECEIVED,3,2,3,2
2,1678259172190258000,28,RECEIVED,3,2,2,3
2,1678259172523602000,29,RECEIVED,3,2,2,3
2,1678259172856892000,30,RECEIVED,1,2,1,2
2,1678259173190261000,31,RECEIVED,3,2,3,2
2,1678259173523587000,32,RECEIVED,3,2,3,1
2,1678259173856898000,33,RECEIVED,3,2,2,1
2,1678259174190266000,37,RECEIVED,1,2,5,2
2,1678259174523591000,40,RECEIVED,1,2,3,2
2,1678259174856898000,41,RECEIVED,1,2,2,1
2,1678259175190259000,42,RECEIVED,1,2,1,2
2,1678259175523593000,45,RECEIVED,3,2,2,2
2,1678259175856901000,46,RECEIVED,3,2,2,2
2,1678259176190265000,47,RECEIVED,1,2,1,2
2,1678259176523608000,49,RECEIVED,1,2,2,2
2,1678259176856900000,50,RECEIVED,1,2,2,1
2,1678259177190295000,53,RECEIVED,1,2,1,1
2,1678259177523599000,55,RECEIVED,3,2,1,1
2,1678259177856934000,56,SEND,2,1,1,0
2,1678259178190400000,57,SEND,2,1,3,0
2,1678259178190639000,57,SEND,2,3,3,0
2,1678259178523653000,58,SEND,2,1,3,0
2,1678259178523840000,58,SEND,2,3,3,0
2,1678259178856910000,59,INTERNAL,None,None,5,0
2,1678259179190270000,60,RECEIVED,1,2,4,3
2,1678259179523609000,65,RECEIVED,3,2,5,4
2,1678259179856911000,66,RECEIVED,1,2,4,5
2,1678259180190276000,67,RECEIVED,3,2,2,6
2,1678259180523679000,68,RECEIVED,1,2,1,7
2,1678259180856907000,69,RECEIVED,3,2,3,6
2,1678259181190277000,70,RECEIVED,1,2,5,6
2,1678259181523601000,71,RECEIVED,1,2,1,6
2,1678259181856911000,72,RECEIVED,1,2,2,5
2,1678259182190278000,73,RECEIVED,3,2,2,6
2,1678259182523612000,74,RECEIVED,1,2,2,5
2,1678259182856914000,75,RECEIVED,1,2,4,4
2,1678259183190276000,76,RECEIVED,1,2,6,5
2,1678259183523610000,78,RECEIVED,1,2,1,5
2,1678259183856916000,80,RECEIVED,1,2,2,5
2,1678259184190279000,81,RECEIVED,1,2,1,6
2,1678259184523624000,85,RECEIVED,1,2,3,7
2,1678259184856913000,86,RECEIVED,1,2,3,6
2,1678259185190284000,88,RECEIVED,3,2,3,6
2,1678259185523614000,89,RECEIVED,3,2,2,6
2,1678259185856914000,90,RECEIVED,1,2,3,6
2,1678259186190288000,91,RECEIVED,3,2,3,6
2,1678259186523628000,92,RECEIVED,1,2,1,6
2,1678259186856921000,93,RECEIVED,3,2,2,7
2,1678259187190289000,94,RECEIVED,3,2,3,9
2,1678259187523623000,96,RECEIVED,3,2,2,10
2,1678259187856923000,97,RECEIVED,3,2,2,10
2,1678259188190364000,98,RECEIVED,1,2,2,10
2,1678259188523621000,103,RECEIVED,3,2,6,11
2,1678259188856919000,104,RECEIVED,1,2,4,10
2,1678259189190294000,105,RECEIVED,3,2,3,9
2,1678259189523628000,106,RECEIVED,1,2,2,8
2,1678259189856927000,107,RECEIVED,1,2,2,7
2,1678259190190292000,108,RECEIVED,1,2,1,9
2,1678259190523630000,109,RECEIVED,3,2,3,8
2,1678259190856927000,110,RECEIVED,1,2,3,7
2,1678259191190348000,111,RECEIVED,1,2,2,7
2,1678259191523632000,112,RECEIVED,1,2,5,6
2,1678259191856927000,113,RECEIVED,1,2,2,6
2,1678259192190296000,114,RECEIVED,3,2,1,5
2,1678259192523727000,119,RECEIVED,1,2,5,6
2,1678259192856946000,120,RECEIVED,3,2,2,6
2,1678259193190310000,121,RECEIVED,1,2,1,6
2,1678259193523654000,126,RECEIVED,1,2,1,6
2,1678259193856948000,129,RECEIVED,1,2,1,6
2,1678259194190309000,132,RECEIVED,1,2,1,7
2,1678259194523649000,133,RECEIVED,1,2,4,7
