Process Id,1678259131258099000,Clock Counter,Event Type,Sender,Reciever,Description,Queue Length
1,1678259131258487000,0,CREATE,None,None,(pid: 23479) - (speed: 1) - (recp: 127.0.0.1;2365) - (id: 1),None
1,1678259135286777000,0,INTERNAL,None,None,6,0
1,1678259136286743000,1,RECEIVED,2,1,6,1
1,1678259137286761000,4,RECEIVED,2,1,2,1
1,1678259138286732000,8,RECEIVED,2,1,9,1
1,1678259139286766000,9,RECEIVED,3,1,9,3
1,1678259140286733000,10,RECEIVED,2,1,10,2
1,1678259141286736000,12,RECEIVED,2,1,1,2
1,1678259142286733000,13,RECEIVED,3,1,10,1
1,1678259143286735000,14,RECEIVED,2,1,6,1
1,1678259144286770000,26,SEND,1,2,3,0
1,1678259144286882000,26,SEND,1,3,3,0
1,1678259145286755000,27,INTERNAL,None,None,4,0
1,1678259146286733000,28,INTERNAL,None,None,4,0
1,1678259147286734000,29,RECEIVED,2,1,7,1
1,1678259148286773000,36,RECEIVED,2,1,7,1
1,1678259149286794000,39,INTERNAL,None,None,6,0
1,1678259150286742000,40,INTERNAL,None,None,5,0
1,1678259151286745000,41,INTERNAL,None,None,7,0
1,1678259152286744000,42,INTERNAL,None,None,10,0
1,1678259153286742000,43,INTERNAL,None,None,6,0
1,1678259154286743000,44,RECEIVED,2,1,7,1
1,1678259155286792000,57,SEND,1,3,2,0
1,1678259156286770000,58,SEND,1,2,1,0
1,1678259157286777000,59,SEND,1,3,2,0
1,1678259158286779000,60,SEND,1,2,3,0
1,1678259158286900000,60,SEND,1,3,3,0
1,1678259159286744000,61,INTERNAL,None,None,8,0
1,1678259160286741000,62,INTERNAL,None,None,4,0
1,1678259161286746000,63,RECEIVED,2,1,3,1
1,1678259162286744000,80,RECEIVED,2,1,9,1
1,1678259163286780000,82,SEND,1,2,1,0
1,1678259164286744000,83,RECEIVED,2,1,7,1
1,1678259165286781000,87,SEND,1,2,1,0
1,1678259166286745000,88,INTERNAL,None,None,8,0
1,1678259167286743000,89,RECEIVED,2,1,3,1
1,1678259168286780000,98,SEND,1,2,3,0
1,1678259168286907000,98,SEND,1,3,3,0
1,1678259169286744000,99,INTERNAL,None,None,10,0
1,1678259170286744000,100,INTERNAL,None,None,4,0
1,1678259171286743000,101,INTERNAL,None,None,9,0
1,1678259172286769000,102,SEND,1,3,2,0
1,1678259173286745000,103,RECEIVED,2,1,1,1
1,1678259174286743000,116,RECEIVED,2,1,3,1
1,1678259175286744000,118,RECEIVED,2,1,1,1
1,1678259176286746000,120,RECEIVED,2,1,1,1
1,1678259177286755000,125,RECEIVED,2,1,8,1
1,1678259178286745000,128,INTERNAL,None,None,10,0
1,1678259179286745000,129,INTERNAL,None,None,4,0
1,1678259180286743000,130,INTERNAL,None,None,5,0
1,1678259181286742000,131,RECEIVED,2,1,7,1
1,1678259182286743000,140,RECEIVED,2,1,1,2
1,1678259183286745000,142,RECEIVED,2,1,3,1
1,1678259184286744000,143,RECEIVED,2,1,2,1
1,1678259185286743000,149,RECEIVED,2,1,5,2
1,1678259186286744000,151,RECEIVED,2,1,1,2
1,1678259187286761000,152,RECEIVED,2,1,10,2
1,1678259188286741000,153,RECEIVED,2,1,5,1
1,1678259189286743000,157,INTERNAL,None,None,8,0
1,1678259190286758000,158,RECEIVED,2,1,9,2
1,1678259191286742000,165,RECEIVED,2,1,3,2
1,1678259192286782000,167,RECEIVED,2,1,7,1
1,1678259193286744000,168,RECEIVED,2,1,1,2
1,1678259194286742000,174,RECEIVED,2,1,3,2
1,1678259195286745000,175,RECEIVED,2,1,7,1
1,1678259196286746000,177,INTERNAL,None,None,6,0
1,1678259197286744000,178,INTERNAL,None,None,9,0
1,1678259198286777000,179,SEND,1,2,1,0
